datetime	outflow	inflow
1/1/2010	3134	918
1/2/2010	3124	494
1/3/2010	3111	185
1/4/2010	3097	123
1/5/2010	1817	765
1/6/2010	681	192
1/7/2010	681	242
1/8/2010	681	571
1/9/2010	680	238
1/10/2010	680	179
1/11/2010	406	288
1/12/2010	211	398
1/13/2010	211	159
1/14/2010	211	272
1/15/2010	192	379
1/16/2010	153	280
1/17/2010	153	4568
1/18/2010	154	4323
1/19/2010	999	1536
1/20/2010	2234	842
1/21/2010	1361	1561
1/22/2010	393	2939
1/23/2010	394	1908
1/24/2010	394	456
1/25/2010	397	12758
1/26/2010	874	4800
1/27/2010	2135	1684
1/28/2010	2251	1424
1/29/2010	1362	904
1/30/2010	1362	1793
1/31/2010	1361	754
2/1/2010	1360	901
2/2/2010	1568	1265
2/3/2010	1988	3237
2/4/2010	1404	3926
2/5/2010	525	9571
2/6/2010	535	18960
2/7/2010	540	4268
2/8/2010	542	1739
2/9/2010	542	1827
2/10/2010	1089	2207
2/11/2010	2128	882
2/12/2010	3340	609
2/13/2010	3529	1148
2/14/2010	3519	683
2/15/2010	3508	1141
2/16/2010	3499	534
2/17/2010	3488	835
2/18/2010	3753	335
2/19/2010	4014	387
2/20/2010	3997	487
2/21/2010	3652	455
2/22/2010	2847	1036
2/23/2010	3664	1049
2/24/2010	4008	1095
2/25/2010	4140	1121
2/26/2010	4121	476
2/27/2010	4100	1062
2/28/2010	4079	358
3/1/2010	3130	590
3/2/2010	1811	619
3/3/2010	1808	616
3/4/2010	1388	262
3/5/2010	967	440
3/6/2010	505	123
3/7/2010	505	383
3/8/2010	474	292
3/9/2010	418	234
3/10/2010	348	356
3/11/2010	241	807
3/12/2010	241	1010
3/13/2010	242	2030
3/14/2010	242	2023
3/15/2010	243	1829
3/16/2010	243	644
3/17/2010	293	753
3/18/2010	393	588
3/19/2010	1528	265
3/20/2010	2573	250
3/21/2010	2563	61
3/22/2010	2374	621
3/23/2010	912	541
3/24/2010	153	96
3/25/2010	153	98
3/26/2010	153	719
3/27/2010	153	102
3/28/2010	153	409
3/29/2010	153	5432
3/30/2010	154	3195
3/31/2010	155	882
4/1/2010	400	659
4/2/2010	1012	348
4/3/2010	1205	406
4/4/2010	1203	403
4/5/2010	1202	210
4/6/2010	1024	169
4/7/2010	738	154
4/8/2010	515	325
4/9/2010	371	643
4/10/2010	311	116
4/11/2010	448	187
4/12/2010	397	204
4/13/2010	360	36
4/14/2010	368	254
4/15/2010	389	88
4/16/2010	378	257
4/17/2010	340	233
4/18/2010	310	237
4/19/2010	280	37
4/20/2010	252	201
4/21/2010	220	111
4/22/2010	195	139
4/23/2010	182	64
4/24/2010	182	320
4/25/2010	182	252
4/26/2010	166	356
4/27/2010	153	29
4/28/2010	153	22
4/29/2010	153	211
4/30/2010	132	38
5/1/2010	97	60
5/2/2010	97	197
5/3/2010	97	357
5/4/2010	97	40
5/5/2010	97	131
5/6/2010	97	301
5/7/2010	97	380
5/8/2010	97	303
5/9/2010	97	321
5/10/2010	97	200
5/11/2010	97	17
5/12/2010	97	11
5/13/2010	97	192
5/14/2010	97	240
5/15/2010	97	58
5/16/2010	97	115
5/17/2010	97	4030
5/18/2010	98	4800
5/19/2010	98	1621
5/20/2010	98	485
5/21/2010	560	167
5/22/2010	1030	835
5/23/2010	1034	6264
5/24/2010	503	3387
5/25/2010	99	1192
5/26/2010	99	510
5/27/2010	790	362
5/28/2010	1561	1701
5/29/2010	1567	5444
5/30/2010	1572	1475
5/31/2010	1570	550
6/1/2010	1967	468
6/2/2010	2433	477
6/3/2010	2426	423
6/4/2010	2418	199
6/5/2010	2410	146
6/6/2010	2402	49
6/7/2010	1817	86
6/8/2010	722	110
6/9/2010	98	48
6/10/2010	98	162
6/11/2010	98	137
6/12/2010	98	368
6/13/2010	98	350
6/14/2010	98	88
6/15/2010	98	42
6/16/2010	98	1636
6/17/2010	98	705
6/18/2010	98	34
6/19/2010	98	26
6/20/2010	98	24
6/21/2010	98	24
6/22/2010	98	83
6/23/2010	114	56
6/24/2010	109	9
6/25/2010	125	113
6/26/2010	125	43
6/27/2010	125	225
6/28/2010	125	269
6/29/2010	125	356
6/30/2010	108	187
7/1/2010	97	268
7/2/2010	114	117
7/3/2010	140	157
7/4/2010	153	152
7/5/2010	152	89
7/6/2010	152	20
7/7/2010	136	84
7/8/2010	125	156
7/9/2010	124	220
7/10/2010	124	55
7/11/2010	107	71
7/12/2010	97	74
7/13/2010	97	1237
7/14/2010	97	449
7/15/2010	97	77
7/16/2010	97	288
7/17/2010	97	589
7/18/2010	97	299
7/19/2010	97	480
7/20/2010	97	301
7/21/2010	97	179
7/22/2010	97	132
7/23/2010	106	5
7/24/2010	114	54
7/25/2010	97	9
7/26/2010	106	228
7/27/2010	124	558
7/28/2010	109	12
7/29/2010	97	405
7/30/2010	97	6
7/31/2010	97	123
8/1/2010	97	110
8/2/2010	97	131
8/3/2010	97	1
8/4/2010	97	54
8/5/2010	97	588
8/6/2010	97	634
8/7/2010	97	52
8/8/2010	97	63
8/9/2010	97	65
8/10/2010	97	60
8/11/2010	97	123
8/12/2010	96	119
8/13/2010	96	173
8/14/2010	96	176
8/15/2010	96	3
8/16/2010	106	115
8/17/2010	124	95
8/18/2010	123	267
8/19/2010	107	534
8/20/2010	96	65
8/21/2010	96	124
8/22/2010	96	118
8/23/2010	96	223
8/24/2010	96	578
8/25/2010	96	64
8/26/2010	96	18
8/27/2010	96	119
8/28/2010	96	65
8/29/2010	96	66
8/30/2010	96	124
8/31/2010	96	121
9/1/2010	96	166
9/2/2010	96	117
9/3/2010	96	9
9/4/2010	96	154
9/5/2010	107	140
9/6/2010	130	248
9/7/2010	136	108
9/8/2010	122	8
9/9/2010	122	29
9/10/2010	122	344
9/11/2010	122	37
9/12/2010	122	36
9/13/2010	122	128
9/14/2010	114	25
9/15/2010	95	306
9/16/2010	105	102
9/17/2010	138	59
9/18/2010	149	87
9/19/2010	149	92
9/20/2010	149	153
9/21/2010	149	343
9/22/2010	149	197
9/23/2010	146	100
9/24/2010	149	136
9/25/2010	149	3
9/26/2010	149	656
9/27/2010	115	607
9/28/2010	95	253
9/29/2010	95	947
9/30/2010	95	5326
10/1/2010	96	907
10/2/2010	96	38
10/3/2010	96	283
10/4/2010	96	199
10/5/2010	96	82
10/6/2010	96	2
10/7/2010	96	58
10/8/2010	96	105
10/9/2010	96	50
10/10/2010	96	5
10/11/2010	96	62
10/12/2010	96	64
10/13/2010	96	47
10/14/2010	96	768
10/15/2010	96	202
10/16/2010	96	2
10/17/2010	96	106
10/18/2010	96	9
10/19/2010	73	36
10/20/2010	65	27
10/21/2010	95	104
10/22/2010	95	54
10/23/2010	95	114
10/24/2010	95	115
10/25/2010	95	52
10/26/2010	95	262
10/27/2010	95	426
10/28/2010	95	262
10/29/2010	95	12
10/30/2010	95	54
10/31/2010	95	9
11/1/2010	95	122
11/2/2010	95	10
11/3/2010	95	11
11/4/2010	95	535
11/5/2010	95	205
11/6/2010	95	90
11/7/2010	95	240
11/8/2010	95	45
11/9/2010	95	31
11/10/2010	95	11
11/11/2010	95	44
11/12/2010	95	17
11/13/2010	95	17
11/14/2010	95	10
11/15/2010	95	34
11/16/2010	95	254
11/17/2010	95	7
11/18/2010	80	84
11/19/2010	57	111
11/20/2010	57	6
11/21/2010	57	7
11/22/2010	57	61
11/23/2010	57	209
11/24/2010	57	270
11/25/2010	57	53
11/26/2010	57	208
11/27/2010	57	66
11/28/2010	57	94
11/29/2010	57	1
11/30/2010	57	268
12/1/2010	57	528
12/2/2010	57	203
12/3/2010	57	1
12/4/2010	57	56
12/5/2010	57	133
12/6/2010	57	497
12/7/2010	57	322
12/8/2010	57	14
12/9/2010	57	87
12/10/2010	57	10
12/11/2010	57	193
12/12/2010	57	350
12/13/2010	57	17
12/14/2010	62	132
12/15/2010	62	120
12/16/2010	62	490
12/17/2010	62	264
12/18/2010	62	204
12/19/2010	62	209
12/20/2010	62	58
12/21/2010	62	73
12/22/2010	62	299
12/23/2010	62	171
12/24/2010	62	54
12/25/2010	62	193
12/26/2010	62	248
12/27/2010	62	265
12/28/2010	62	215
12/29/2010	62	17
12/30/2010	62	112
12/31/2010	62	157
1/1/2011	62	160
1/2/2011	62	204
1/3/2011	62	209
1/4/2011	62	108
1/5/2011	62	118
1/6/2011	62	121
1/7/2011	62	116
1/8/2011	62	392
1/9/2011	62	168
1/10/2011	62	33
1/11/2011	62	300
1/12/2011	62	164
1/13/2011	62	27
1/14/2011	62	123
1/15/2011	62	106
1/16/2011	62	21
1/17/2011	62	265
1/18/2011	62	8
1/19/2011	62	63
1/20/2011	62	117
1/21/2011	62	208
1/22/2011	62	136
1/23/2011	62	125
1/24/2011	62	33
1/25/2011	62	217
1/26/2011	62	632
1/27/2011	62	30
1/28/2011	62	63
1/29/2011	62	107
1/30/2011	62	168
1/31/2011	62	24
2/1/2011	62	14
2/2/2011	62	602
2/3/2011	62	275
2/4/2011	58	263
2/5/2011	54	2143
2/6/2011	55	923
2/7/2011	55	434
2/8/2011	55	383
2/9/2011	55	483
2/10/2011	55	46
2/11/2011	55	118
2/12/2011	55	107
2/13/2011	59	111
2/14/2011	74	511
2/15/2011	95	333
2/16/2011	95	37
2/17/2011	95	73
2/18/2011	95	429
2/19/2011	95	73
2/20/2011	95	80
2/21/2011	95	54
2/22/2011	95	36
2/23/2011	95	16
2/24/2011	95	69
2/25/2011	95	429
2/26/2011	95	221
2/27/2011	95	2
2/28/2011	95	744
3/1/2011	95	162
3/2/2011	95	369
3/3/2011	95	281
3/4/2011	95	309
3/5/2011	95	147
3/6/2011	95	1009
3/7/2011	82	468
3/8/2011	63	167
3/9/2011	63	440
3/10/2011	63	1155
3/11/2011	63	1120
3/12/2011	63	522
3/13/2011	63	409
3/14/2011	63	177
3/15/2011	63	227
3/16/2011	63	472
3/17/2011	63	232
3/18/2011	63	421
3/19/2011	63	63
3/20/2011	63	54
3/21/2011	75	312
3/22/2011	96	19
3/23/2011	96	344
3/24/2011	96	1327
3/25/2011	96	508
3/26/2011	96	563
3/27/2011	96	796
3/28/2011	97	859
3/29/2011	97	455
3/30/2011	97	2882
3/31/2011	97	3592
4/1/2011	98	1397
4/2/2011	98	690
4/3/2011	98	91
4/4/2011	98	490
4/5/2011	98	1087
4/6/2011	98	111
4/7/2011	98	281
4/8/2011	98	284
4/9/2011	98	618
4/10/2011	98	548
4/11/2011	175	967
4/12/2011	303	356
4/13/2011	303	497
4/14/2011	303	296
4/15/2011	303	502
4/16/2011	302	2141
4/17/2011	303	551
4/18/2011	303	427
4/19/2011	303	232
4/20/2011	303	568
4/21/2011	303	238
4/22/2011	303	357
4/23/2011	303	223
4/24/2011	303	222
4/25/2011	303	100
4/26/2011	303	431
4/27/2011	302	759
4/28/2011	302	237
4/29/2011	302	1289
4/30/2011	302	36
5/1/2011	302	237
5/2/2011	302	98
5/3/2011	302	228
5/4/2011	302	1883
5/5/2011	302	95
5/6/2011	302	299
5/7/2011	302	430
5/8/2011	302	230
5/9/2011	302	164
5/10/2011	302	106
5/11/2011	302	32
5/12/2011	302	167
5/13/2011	301	160
5/14/2011	301	1017
5/15/2011	302	760
5/16/2011	302	496
5/17/2011	302	227
5/18/2011	302	501
5/19/2011	302	37
5/20/2011	302	98
5/21/2011	302	34
5/22/2011	301	90
5/23/2011	284	283
5/24/2011	253	185
5/25/2011	225	232
5/26/2011	175	721
5/27/2011	153	2725
5/28/2011	154	1474
5/29/2011	154	403
5/30/2011	234	161
5/31/2011	302	182
6/1/2011	302	22
6/2/2011	302	82
6/3/2011	302	213
6/4/2011	301	209
6/5/2011	301	25
6/6/2011	266	58
6/7/2011	209	169
6/8/2011	169	118
6/9/2011	137	26
6/10/2011	136	343
6/11/2011	153	415
6/12/2011	153	477
6/13/2011	153	33
6/14/2011	153	17
6/15/2011	153	267
6/16/2011	153	211
6/17/2011	153	43
6/18/2011	153	274
6/19/2011	153	41
6/20/2011	153	208
6/21/2011	153	22
6/22/2011	153	139
6/23/2011	152	143
6/24/2011	152	45
6/25/2011	152	269
6/26/2011	152	208
6/27/2011	152	106
6/28/2011	113	621
6/29/2011	120	125
6/30/2011	152	145
7/1/2011	152	32
7/2/2011	152	135
7/3/2011	152	147
7/4/2011	152	148
7/5/2011	169	476
7/6/2011	148	284
7/7/2011	124	67
7/8/2011	124	618
7/9/2011	124	576
7/10/2011	124	64
7/11/2011	124	52
7/12/2011	124	82
7/13/2011	147	12
7/14/2011	152	302
7/15/2011	152	182
7/16/2011	152	118
7/17/2011	151	7
7/18/2011	162	112
7/19/2011	196	29
7/20/2011	199	224
7/21/2011	176	82
7/22/2011	172	209
7/23/2011	57	235
7/24/2011	172	339
7/25/2011	172	192
7/26/2011	140	148
7/27/2011	121	208
7/28/2011	151	59
7/29/2011	167	160
7/30/2011	179	161
7/31/2011	179	135
8/1/2011	131	19
8/2/2011	32	241
8/3/2011	150	50
8/4/2011	150	320
8/5/2011	150	93
8/6/2011	150	376
8/7/2011	123	32
8/8/2011	95	4
8/9/2011	95	106
8/10/2011	95	10
8/11/2011	116	240
8/12/2011	149	279
8/13/2011	149	445
8/14/2011	149	372
8/15/2011	120	80
8/16/2011	115	139
8/17/2011	149	207
8/18/2011	137	114
8/19/2011	132	195
8/20/2011	149	269
8/21/2011	149	44
8/22/2011	129	188
8/23/2011	95	270
8/24/2011	129	202
8/25/2011	149	18
8/26/2011	135	203
8/27/2011	121	79
8/28/2011	121	88
8/29/2011	121	85
8/30/2011	111	4
8/31/2011	95	38
9/1/2011	95	118
9/2/2011	119	62
9/3/2011	148	71
9/4/2011	148	126
9/5/2011	148	223
9/6/2011	123	716
9/7/2011	95	1226
9/8/2011	95	110
9/9/2011	106	24
9/10/2011	121	40
9/11/2011	121	90
9/12/2011	121	156
9/13/2011	121	11
9/14/2011	133	84
9/15/2011	149	424
9/16/2011	135	39
9/17/2011	121	130
9/18/2011	121	111
9/19/2011	121	96
9/20/2011	121	8
9/21/2011	120	132
9/22/2011	105	514
9/23/2011	94	536
9/24/2011	94	207
9/25/2011	94	89
9/26/2011	94	104
9/27/2011	94	77
9/28/2011	94	349
9/29/2011	94	31
9/30/2011	94	107
10/1/2011	94	224
10/2/2011	94	38
10/3/2011	94	229
10/4/2011	94	58
10/5/2011	94	29
10/6/2011	94	158
10/7/2011	106	4
10/8/2011	120	72
10/9/2011	120	42
10/10/2011	120	57
10/11/2011	106	97
10/12/2011	94	246
10/13/2011	94	33
10/14/2011	94	13
10/15/2011	93	17
10/16/2011	93	197
10/17/2011	110	2
10/18/2011	119	324
10/19/2011	105	1232
10/20/2011	94	78
10/21/2011	94	33
10/22/2011	94	29
10/23/2011	93	21
10/24/2011	93	62
10/25/2011	93	153
10/26/2011	93	61
10/27/2011	93	200
10/28/2011	93	329
10/29/2011	93	508
10/30/2011	93	22
10/31/2011	93	286
11/1/2011	93	80
11/2/2011	93	14
11/3/2011	93	69
11/4/2011	94	2621
11/5/2011	94	243
11/6/2011	94	156
11/7/2011	94	110
11/8/2011	94	21
11/9/2011	94	57
11/10/2011	94	11
11/11/2011	94	75
11/12/2011	94	66
11/13/2011	94	65
11/14/2011	94	54
11/15/2011	93	65
11/16/2011	93	387
11/17/2011	93	165
11/18/2011	93	253
11/19/2011	93	185
11/20/2011	93	24
11/21/2011	93	153
11/22/2011	93	61
11/23/2011	94	331
11/24/2011	93	47
11/25/2011	93	21
11/26/2011	93	99
11/27/2011	93	113
11/28/2011	93	246
11/29/2011	93	1383
11/30/2011	94	551
12/1/2011	94	161
12/2/2011	94	146
12/3/2011	94	65
12/4/2011	94	64
12/5/2011	94	106
12/6/2011	94	68
12/7/2011	93	1046
12/8/2011	94	123
12/9/2011	94	183
12/10/2011	94	154
12/11/2011	94	7
12/12/2011	94	100
12/13/2011	77	4
12/14/2011	56	18
12/15/2011	56	62
12/16/2011	56	334
12/17/2011	56	367
12/18/2011	56	157
12/19/2011	62	119
12/20/2011	62	114
12/21/2011	62	422
12/22/2011	62	660
12/23/2011	62	969
12/24/2011	63	359
12/25/2011	63	399
12/26/2011	63	157
12/27/2011	63	918
12/28/2011	63	78
12/29/2011	63	251
12/30/2011	63	123
12/31/2011	63	265
1/1/2012	63	489
1/2/2012	63	208
1/3/2012	63	313
1/4/2012	63	70
1/5/2012	63	75
1/6/2012	63	149
1/7/2012	63	72
1/8/2012	63	7
1/9/2012	63	267
1/10/2012	63	78
1/11/2012	63	494
1/12/2012	63	168
1/13/2012	63	313
1/14/2012	63	9
1/15/2012	63	25
1/16/2012	63	62
1/17/2012	63	14
1/18/2012	63	455
1/19/2012	63	22
1/20/2012	63	166
1/21/2012	63	411
1/22/2012	63	121
1/23/2012	63	110
1/24/2012	63	219
1/25/2012	63	113
1/26/2012	63	169
1/27/2012	63	939
1/28/2012	63	347
1/29/2012	63	27
1/30/2012	63	22
1/31/2012	63	114
2/1/2012	63	159
2/2/2012	63	123
2/3/2012	63	18
2/4/2012	63	206
2/5/2012	63	268
2/6/2012	63	159
2/7/2012	63	74
2/8/2012	63	312
2/9/2012	63	74
2/10/2012	63	309
2/11/2012	63	545
2/12/2012	63	513
2/13/2012	63	25
2/14/2012	63	73
2/15/2012	63	70
2/16/2012	63	352
2/17/2012	63	173
2/18/2012	63	121
2/19/2012	63	686
2/20/2012	63	374
2/21/2012	63	507
2/22/2012	63	384
2/23/2012	63	613
2/24/2012	63	1371
2/25/2012	63	184
2/26/2012	63	241
2/27/2012	63	498
2/28/2012	63	281
2/29/2012	63	435
3/1/2012	63	395
3/2/2012	63	176
3/3/2012	64	2744
3/4/2012	64	2161
3/5/2012	64	752
3/6/2012	64	239
3/7/2012	64	246
3/8/2012	64	230
3/9/2012	64	828
3/10/2012	64	67
3/11/2012	64	162
3/12/2012	64	188
3/13/2012	64	241
3/14/2012	64	179
3/15/2012	64	129
3/16/2012	64	352
3/17/2012	64	52
3/18/2012	64	240
3/19/2012	64	701
3/20/2012	64	1557
3/21/2012	64	800
3/22/2012	65	562
3/23/2012	65	377
3/24/2012	65	2488
3/25/2012	65	7945
3/26/2012	81	2133
3/27/2012	99	848
3/28/2012	99	780
3/29/2012	167	294
3/30/2012	215	137
3/31/2012	215	681
4/1/2012	215	201
4/2/2012	215	7
4/3/2012	339	56
4/4/2012	512	428
4/5/2012	389	46
4/6/2012	244	234
4/7/2012	244	111
4/8/2012	244	85
4/9/2012	244	85
4/10/2012	244	166
4/11/2012	282	73
4/12/2012	300	184
4/13/2012	233	41
4/14/2012	214	70
4/15/2012	213	73
4/16/2012	190	82
4/17/2012	155	93
4/18/2012	229	84
4/19/2012	303	38
4/20/2012	197	136
4/21/2012	154	407
4/22/2012	154	869
4/23/2012	154	147
4/24/2012	154	64
4/25/2012	154	42
4/26/2012	154	673
4/27/2012	255	582
4/28/2012	333	385
4/29/2012	333	115
4/30/2012	229	109
5/1/2012	154	221
5/2/2012	243	252
5/3/2012	333	65
5/4/2012	283	85
5/5/2012	213	1397
5/6/2012	214	2835
5/7/2012	644	564
5/8/2012	1156	189
5/9/2012	929	1394
5/10/2012	886	59
5/11/2012	848	251
5/12/2012	509	33
5/13/2012	509	22
5/14/2012	509	548
5/15/2012	509	709
5/16/2012	509	244
5/17/2012	642	228
5/18/2012	786	56
5/19/2012	786	112
5/20/2012	618	151
5/21/2012	343	58
5/22/2012	212	59
5/23/2012	257	734
5/24/2012	331	725
5/25/2012	276	214
5/26/2012	212	58
5/27/2012	212	22
5/28/2012	212	210
5/29/2012	180	2
5/30/2012	153	285
5/31/2012	153	172
6/1/2012	134	1029
6/2/2012	98	245
6/3/2012	98	91
6/4/2012	98	38
6/5/2012	98	160
6/6/2012	195	57
6/7/2012	224	79
6/8/2012	122	68
6/9/2012	97	143
6/10/2012	97	101
6/11/2012	97	225
6/12/2012	97	347
6/13/2012	98	977
6/14/2012	98	159
6/15/2012	98	175
6/16/2012	98	80
6/17/2012	97	44
6/18/2012	97	84
6/19/2012	97	26
6/20/2012	97	395
6/21/2012	97	172
6/22/2012	97	221
6/23/2012	97	95
6/24/2012	97	72
6/25/2012	97	216
6/26/2012	97	266
6/27/2012	97	77
6/28/2012	114	121
6/29/2012	140	109
6/30/2012	152	195
7/1/2012	152	276
7/2/2012	152	35
7/3/2012	138	222
7/4/2012	138	183
7/5/2012	115	24
7/6/2012	97	13
7/7/2012	111	175
7/8/2012	139	77
7/9/2012	152	76
7/10/2012	134	663
7/11/2012	97	1225
7/12/2012	97	75
7/13/2012	128	28
7/14/2012	158	114
7/15/2012	124	156
7/16/2012	124	66
7/17/2012	135	73
7/18/2012	152	178
7/19/2012	152	111
7/20/2012	151	38
7/21/2012	151	108
7/22/2012	151	192
7/23/2012	114	99
7/24/2012	96	337
7/25/2012	96	431
7/26/2012	96	61
7/27/2012	124	211
7/28/2012	151	516
7/29/2012	151	446
7/30/2012	114	370
7/31/2012	96	242
8/1/2012	96	103
8/2/2012	96	538
8/3/2012	114	52
8/4/2012	151	8
8/5/2012	151	37
8/6/2012	142	207
8/7/2012	123	49
8/8/2012	112	1283
8/9/2012	96	70
8/10/2012	106	256
8/11/2012	123	838
8/12/2012	123	298
8/13/2012	123	64
8/14/2012	123	109
8/15/2012	123	81
8/16/2012	123	112
8/17/2012	123	20
8/18/2012	123	218
8/19/2012	123	1749
8/20/2012	108	518
8/21/2012	96	50
8/22/2012	96	37
8/23/2012	96	96
8/24/2012	96	21
8/25/2012	96	448
8/26/2012	96	90
8/27/2012	96	54
8/28/2012	96	21
8/29/2012	96	39
8/30/2012	121	29
8/31/2012	151	32
9/1/2012	151	6
9/2/2012	151	789
9/3/2012	151	196
9/4/2012	114	1236
9/5/2012	96	92
9/6/2012	96	910
9/7/2012	96	458
9/8/2012	96	147
9/9/2012	96	388
9/10/2012	96	22
9/11/2012	96	140
9/12/2012	96	34
9/13/2012	96	83
9/14/2012	106	49
9/15/2012	123	100
9/16/2012	123	300
9/17/2012	123	2
9/18/2012	112	1569
9/19/2012	97	5878
9/20/2012	97	1033
9/21/2012	109	359
9/22/2012	125	249
9/23/2012	125	61
9/24/2012	125	128
9/25/2012	125	74
9/26/2012	125	123
9/27/2012	125	2
9/28/2012	125	62
9/29/2012	125	749
9/30/2012	125	134
10/1/2012	125	51
10/2/2012	125	247
10/3/2012	125	134
10/4/2012	125	3
10/5/2012	125	64
10/6/2012	125	61
10/7/2012	125	569
10/8/2012	125	303
10/9/2012	110	108
10/10/2012	98	159
10/11/2012	97	92
10/12/2012	97	95
10/13/2012	97	93
10/14/2012	97	92
10/15/2012	97	534
10/16/2012	97	218
10/17/2012	97	99
10/18/2012	97	34
10/19/2012	97	208
10/20/2012	97	136
10/21/2012	97	89
10/22/2012	97	39
10/23/2012	97	37
10/24/2012	97	30
10/25/2012	97	20
10/26/2012	97	145
10/27/2012	97	26
10/28/2012	97	28
10/29/2012	97	341
10/30/2012	97	294
10/31/2012	97	166
11/1/2012	97	29
11/2/2012	97	45
11/3/2012	97	30
11/4/2012	97	43
11/5/2012	97	95
11/6/2012	97	84
11/7/2012	97	38
11/8/2012	97	84
11/9/2012	73	109
11/10/2012	58	65
11/11/2012	58	123
11/12/2012	58	53
11/13/2012	58	401
11/14/2012	58	234
11/15/2012	58	176
11/16/2012	58	292
11/17/2012	58	350
11/18/2012	58	103
11/19/2012	58	115
11/20/2012	58	63
11/21/2012	58	3
11/22/2012	58	63
11/23/2012	58	220
11/24/2012	58	294
11/25/2012	58	58
11/26/2012	58	6
11/27/2012	58	114
11/28/2012	58	4
11/29/2012	58	56
11/30/2012	58	61
12/1/2012	58	57
12/2/2012	58	50
12/3/2012	58	12
12/4/2012	58	42
12/5/2012	58	10
12/6/2012	58	3
12/7/2012	58	175
12/8/2012	58	115
12/9/2012	58	6
12/10/2012	58	161
12/11/2012	58	122
12/12/2012	58	1
12/13/2012	58	116
12/14/2012	58	4
12/15/2012	58	101
12/16/2012	58	115
12/17/2012	58	178
12/18/2012	58	55
12/19/2012	58	115
12/20/2012	58	67
12/21/2012	58	819
12/22/2012	58	412
12/23/2012	58	1
12/24/2012	58	32
12/25/2012	58	113
12/26/2012	58	2867
12/27/2012	58	1216
12/28/2012	58	667
12/29/2012	58	1304
12/30/2012	58	107
12/31/2012	58	360
1/1/2013	58	369
1/2/2013	58	600
1/3/2013	58	498
1/4/2013	58	481
1/5/2013	58	70
1/6/2013	58	292
1/7/2013	58	127
1/8/2013	58	48
1/9/2013	58	123
1/10/2013	58	105
1/11/2013	58	360
1/12/2013	58	131
1/13/2013	58	8
1/14/2013	58	617
1/15/2013	58	128
1/16/2013	58	671
1/17/2013	98	3768
1/18/2013	378	9269
1/19/2013	1707	2942
1/20/2013	2500	1456
1/21/2013	2495	962
1/22/2013	2489	407
1/23/2013	2481	139
1/24/2013	2473	469
1/25/2013	1458	590
1/26/2013	683	203
1/27/2013	683	148
1/28/2013	682	348
1/29/2013	682	106
1/30/2013	347	162
1/31/2013	153	894
2/1/2013	359	547
2/2/2013	505	499
2/3/2013	505	312
2/4/2013	414	98
2/5/2013	303	297
2/6/2013	153	96
2/7/2013	121	675
2/8/2013	445	3785
2/9/2013	1031	2278
2/10/2013	1031	823
2/11/2013	1031	810
2/12/2013	1265	402
2/13/2013	1541	1186
2/14/2013	1539	283
2/15/2013	942	790
2/16/2013	331	848
2/17/2013	331	722
2/18/2013	331	257
2/19/2013	331	978
2/20/2013	713	307
2/21/2013	1367	232
2/22/2013	1029	685
2/23/2013	506	1867
2/24/2013	507	1433
2/25/2013	811	732
2/26/2013	509	2614
2/27/2013	524	2758
2/28/2013	1314	1308
3/1/2013	1549	740
3/2/2013	1546	499
3/3/2013	1543	292
3/4/2013	1327	127
3/5/2013	1027	402
3/6/2013	1027	824
3/7/2013	1026	292
3/8/2013	538	530
3/9/2013	153	92
3/10/2013	153	143
3/11/2013	186	244
3/12/2013	241	1789
3/13/2013	541	1322
3/14/2013	1028	491
3/15/2013	883	212
3/16/2013	682	329
3/17/2013	682	368
3/18/2013	681	229
3/19/2013	153	767
3/20/2013	153	158
3/21/2013	153	448
3/22/2013	153	103
3/23/2013	153	18
3/24/2013	153	1271
3/25/2013	429	1355
3/26/2013	683	1127
3/27/2013	683	206
3/28/2013	683	540
3/29/2013	536	125
3/30/2013	389	100
3/31/2013	389	697
4/1/2013	524	1224
4/2/2013	683	548
4/3/2013	682	332
4/4/2013	682	813
4/5/2013	827	2391
4/6/2013	1029	1141
4/7/2013	1028	1018
4/8/2013	1028	360
4/9/2013	905	428
4/10/2013	642	372
4/11/2013	564	144
4/12/2013	564	1653
4/13/2013	564	887
4/14/2013	564	295
4/15/2013	564	418
4/16/2013	564	239
4/17/2013	564	184
4/18/2013	475	155
4/19/2013	269	628
4/20/2013	153	1267
4/21/2013	153	403
4/22/2013	301	564
4/23/2013	389	17
4/24/2013	389	193
4/25/2013	358	31
4/26/2013	301	59
4/27/2013	300	162
4/28/2013	241	367
4/29/2013	212	2057
4/30/2013	448	693
5/1/2013	683	211
5/2/2013	616	202
5/3/2013	505	168
5/4/2013	505	60
5/5/2013	418	36
5/6/2013	291	5819
5/7/2013	842	8362
5/8/2013	2336	2120
5/9/2013	2653	707
5/10/2013	2645	432
5/11/2013	2636	423
5/12/2013	2627	31
5/13/2013	2142	214
5/14/2013	1147	113
5/15/2013	568	125
5/16/2013	337	80
5/17/2013	300	138
5/18/2013	300	809
5/19/2013	268	2514
5/20/2013	242	4934
5/21/2013	945	1785
5/22/2013	1720	784
5/23/2013	1716	582
5/24/2013	1714	842
5/25/2013	1709	81
5/26/2013	1405	7
5/27/2013	636	9
5/28/2013	270	22
5/29/2013	161	107
5/30/2013	125	47
5/31/2013	108	19
6/1/2013	97	151
6/2/2013	97	13
6/3/2013	97	402
6/4/2013	97	278
